Job Category,Candidate,Actual Category,Fit Score
CHEF,16474898.pdf,FITNESS,0.166
SALES,14667659.pdf,PUBLIC-RELATIONS,0.166
INFORMATION-TECHNOLOGY,79261033.pdf,BPO,0.166
TEACHER,46260230.pdf,INFORMATION-TECHNOLOGY,0.166
BUSINESS-DEVELOPMENT,33344933.pdf,ARTS,0.165
DESIGNER,56792999.pdf,CONSULTANT,0.165
BPO,10070224.pdf,PUBLIC-RELATIONS,0.165
ENGINEERING,25706337.pdf,DIGITAL-MEDIA,0.165
ADVOCATE,65864767.pdf,BANKING,0.165
INFORMATION-TECHNOLOGY,29075857.pdf,INFORMATION-TECHNOLOGY,0.165
CONSTRUCTION,18442517.pdf,DIGITAL-MEDIA,0.165
SALES,19738730.pdf,BUSINESS-DEVELOPMENT,0.165
FINANCE,49475708.pdf,ADVOCATE,0.165
FINANCE,23864648.pdf,INFORMATION-TECHNOLOGY,0.165
DIGITAL-MEDIA,25061645.pdf,DESIGNER,0.165
ACCOUNTANT,12011623.pdf,ENGINEERING,0.165
BANKING,95382114.pdf,BUSINESS-DEVELOPMENT,0.165
FITNESS,19556300.pdf,TEACHER,0.165
BUSINESS-DEVELOPMENT,42641525.pdf,AVIATION,0.165
INFORMATION-TECHNOLOGY,56520872.pdf,HEALTHCARE,0.165
ENGINEERING,11887930.pdf,AUTOMOBILE,0.165
FITNESS,18905648.pdf,DIGITAL-MEDIA,0.165
HR,27902692.pdf,AVIATION,0.165
SALES,19437318.pdf,BANKING,0.165
SALES,32794700.pdf,ARTS,0.165
ACCOUNTANT,37201447.pdf,AGRICULTURE,0.165
HR,19506295.pdf,AVIATION,0.165
TEACHER,36136569.pdf,APPAREL,0.165
ADVOCATE,31677347.pdf,ENGINEERING,0.165
ACCOUNTANT,10176815.pdf,AVIATION,0.165
PUBLIC-RELATIONS,39675895.pdf,FINANCE,0.165
TEACHER,33964275.pdf,CHEF,0.165
DESIGNER,20237244.pdf,INFORMATION-TECHNOLOGY,0.165
BPO,21866029.pdf,HEALTHCARE,0.165
INFORMATION-TECHNOLOGY,35492909.pdf,BANKING,0.165
HR,16536141.pdf,DIGITAL-MEDIA,0.165
CHEF,13129275.pdf,PUBLIC-RELATIONS,0.165
BPO,49997097.pdf,ACCOUNTANT,0.165
FINANCE,69360287.pdf,AGRICULTURE,0.165
HR,20992320.pdf,BANKING,0.165
PUBLIC-RELATIONS,23155093.pdf,HR,0.165
ACCOUNTANT,18436190.pdf,PUBLIC-RELATIONS,0.165
BANKING,29805310.pdf,SALES,0.165
CHEF,21297521.pdf,BANKING,0.165
AGRICULTURE,26835781.pdf,AGRICULTURE,0.165
ACCOUNTANT,15899269.pdf,TEACHER,0.165
CONSTRUCTION,26961846.pdf,FINANCE,0.165
DESIGNER,21595057.pdf,SALES,0.165
ADVOCATE,19918523.pdf,TEACHER,0.165
ADVOCATE,26768723.pdf,INFORMATION-TECHNOLOGY,0.165
FITNESS,18369400.pdf,BANKING,0.165
SALES,24230851.pdf,INFORMATION-TECHNOLOGY,0.165
BUSINESS-DEVELOPMENT,20748468.pdf,HEALTHCARE,0.165
BUSINESS-DEVELOPMENT,15499825.pdf,HEALTHCARE,0.165
INFORMATION-TECHNOLOGY,63391085.pdf,TEACHER,0.165
AVIATION,68240723.pdf,DESIGNER,0.165
PUBLIC-RELATIONS,28186635.pdf,AVIATION,0.165
ACCOUNTANT,11270462.pdf,DIGITAL-MEDIA,0.165
DESIGNER,11957080.pdf,INFORMATION-TECHNOLOGY,0.165
FINANCE,51508889.pdf,AUTOMOBILE,0.165
AVIATION,11890896.pdf,ENGINEERING,0.165
BPO,27796199.pdf,BUSINESS-DEVELOPMENT,0.165
SALES,25330083.pdf,FINANCE,0.165
ACCOUNTANT,83338413.pdf,ARTS,0.165
AGRICULTURE,30826569.pdf,CHEF,0.165
BANKING,18293620.pdf,BUSINESS-DEVELOPMENT,0.165
BUSINESS-DEVELOPMENT,34151183.pdf,FITNESS,0.165
INFORMATION-TECHNOLOGY,26173524.pdf,PUBLIC-RELATIONS,0.165
DESIGNER,13520837.pdf,HR,0.165
INFORMATION-TECHNOLOGY,19506295.pdf,AVIATION,0.165
FINANCE,14209965.pdf,DIGITAL-MEDIA,0.165
CONSTRUCTION,38399177.pdf,CONSULTANT,0.165
TEACHER,49685006.pdf,CONSTRUCTION,0.165
CHEF,14014749.pdf,DESIGNER,0.165
CHEF,38744475.pdf,DESIGNER,0.165
INFORMATION-TECHNOLOGY,90066849.pdf,DESIGNER,0.165
PUBLIC-RELATIONS,25838512.pdf,FITNESS,0.165
INFORMATION-TECHNOLOGY,16694152.pdf,BUSINESS-DEVELOPMENT,0.165
INFORMATION-TECHNOLOGY,81310245.pdf,BUSINESS-DEVELOPMENT,0.165
TEACHER,29142288.pdf,AGRICULTURE,0.165
TEACHER,55477468.pdf,SALES,0.165
CHEF,10984392.pdf,CONSULTANT,0.165
CONSULTANT,29797594.pdf,TEACHER,0.165
ACCOUNTANT,27835351.pdf,CONSTRUCTION,0.165
HR,28631840.pdf,ENGINEERING,0.165
BPO,40987524.pdf,SALES,0.165
AGRICULTURE,25810233.pdf,SALES,0.165
CHEF,37087824.pdf,FITNESS,0.165
CHEF,27903191.pdf,FITNESS,0.165
BUSINESS-DEVELOPMENT,21847415.pdf,ENGINEERING,0.165
ARTS,13774329.pdf,DESIGNER,0.165
ACCOUNTANT,20544228.pdf,ADVOCATE,0.165
SALES,15592167.pdf,ACCOUNTANT,0.165
HEALTHCARE,24083609.pdf,INFORMATION-TECHNOLOGY,0.165
INFORMATION-TECHNOLOGY,56025640.pdf,APPAREL,0.165
BPO,28733974.pdf,AGRICULTURE,0.165
ENGINEERING,24068423.pdf,AGRICULTURE,0.165
ADVOCATE,15680735.pdf,HEALTHCARE,0.165
ACCOUNTANT,29332616.pdf,SALES,0.165
HR,63670997.pdf,CONSULTANT,0.165
ADVOCATE,29091445.pdf,HR,0.165
HR,33424600.pdf,BUSINESS-DEVELOPMENT,0.165
INFORMATION-TECHNOLOGY,14055988.pdf,ACCOUNTANT,0.165
SALES,19285236.pdf,CHEF,0.165
BPO,28298773.pdf,ACCOUNTANT,0.165
HR,85918100.pdf,SALES,0.165
TEACHER,89740812.pdf,AGRICULTURE,0.165
BPO,23568731.pdf,CHEF,0.165
HR,36517781.pdf,ENGINEERING,0.165
HR,22047665.pdf,SALES,0.165
AGRICULTURE,33964275.pdf,CHEF,0.165
INFORMATION-TECHNOLOGY,10138632.pdf,SALES,0.165
BPO,28871170.pdf,ADVOCATE,0.165
TEACHER,25482567.pdf,FITNESS,0.165
BPO,63989974.pdf,AUTOMOBILE,0.165
CONSTRUCTION,27330027.pdf,FINANCE,0.165
INFORMATION-TECHNOLOGY,91539554.pdf,DIGITAL-MEDIA,0.165
INFORMATION-TECHNOLOGY,78538268.pdf,ADVOCATE,0.165
BANKING,23398733.pdf,CHEF,0.165
AVIATION,29915354.pdf,DIGITAL-MEDIA,0.165
ENGINEERING,28126340.pdf,INFORMATION-TECHNOLOGY,0.165
PUBLIC-RELATIONS,20819838.pdf,SALES,0.165
ADVOCATE,14761906.pdf,DIGITAL-MEDIA,0.165
BPO,38907798.pdf,FINANCE,0.165
AVIATION,45077654.pdf,BPO,0.165
CONSULTANT,34712719.pdf,PUBLIC-RELATIONS,0.165
HEALTHCARE,20314980.pdf,CONSULTANT,0.165
HR,10839851.pdf,INFORMATION-TECHNOLOGY,0.165
DESIGNER,22351830.pdf,CONSULTANT,0.165
DESIGNER,48533663.pdf,CONSULTANT,0.165
APPAREL,10138632.pdf,SALES,0.165
ADVOCATE,16226743.pdf,PUBLIC-RELATIONS,0.165
BUSINESS-DEVELOPMENT,90032884.pdf,CONSTRUCTION,0.165
BUSINESS-DEVELOPMENT,20681037.pdf,CONSTRUCTION,0.165
SALES,37664296.pdf,DESIGNER,0.165
DESIGNER,38154903.pdf,AVIATION,0.165
DESIGNER,11169163.pdf,AVIATION,0.165
DESIGNER,23011221.pdf,FITNESS,0.165
BANKING,46260230.pdf,INFORMATION-TECHNOLOGY,0.165
ACCOUNTANT,31850269.pdf,CONSTRUCTION,0.165
HR,54934269.pdf,HEALTHCARE,0.165
CONSTRUCTION,29075857.pdf,INFORMATION-TECHNOLOGY,0.165
CONSTRUCTION,70089206.pdf,INFORMATION-TECHNOLOGY,0.165
ENGINEERING,17876954.pdf,AVIATION,0.165
AVIATION,23032276.pdf,CHEF,0.165
APPAREL,13907230.pdf,CONSTRUCTION,0.165
APPAREL,22965804.pdf,CONSTRUCTION,0.165
APPAREL,99433371.pdf,CONSTRUCTION,0.165
BPO,56952849.pdf,DIGITAL-MEDIA,0.165
HR,12820557.pdf,SALES,0.165
BPO,25780596.pdf,BANKING,0.165
BPO,45167858.pdf,BANKING,0.165
ENGINEERING,23628651.pdf,TEACHER,0.165
INFORMATION-TECHNOLOGY,74126637.pdf,ADVOCATE,0.165
DESIGNER,21287405.pdf,AVIATION,0.165
ENGINEERING,14267489.pdf,SALES,0.165
ENGINEERING,26829350.pdf,BPO,0.165
ARTS,95970987.pdf,ADVOCATE,0.165
HEALTHCARE,11813872.pdf,AGRICULTURE,0.165
BPO,95769832.pdf,FITNESS,0.165
BPO,37001381.pdf,HEALTHCARE,0.165
ACCOUNTANT,26425074.pdf,SALES,0.165
ARTS,37695494.pdf,DESIGNER,0.165
HEALTHCARE,12192507.pdf,AVIATION,0.165
DESIGNER,25547145.pdf,ACCOUNTANT,0.165
CHEF,31225895.pdf,APPAREL,0.165
ARTS,18436190.pdf,PUBLIC-RELATIONS,0.165
ACCOUNTANT,39470264.pdf,ARTS,0.165
CHEF,91539554.pdf,DIGITAL-MEDIA,0.165
CHEF,17584743.pdf,DIGITAL-MEDIA,0.165
BPO,15041689.pdf,HR,0.165
DESIGNER,80527194.pdf,CONSULTANT,0.165
BANKING,14070138.pdf,BUSINESS-DEVELOPMENT,0.165
HR,10751444.pdf,DESIGNER,0.165
AVIATION,10945968.pdf,AVIATION,0.164
BPO,51638201.pdf,CONSTRUCTION,0.164
BANKING,18484846.pdf,HEALTHCARE,0.164
CONSTRUCTION,12955994.pdf,CONSULTANT,0.164
CONSTRUCTION,14611516.pdf,PUBLIC-RELATIONS,0.164
ENGINEERING,12467531.pdf,TEACHER,0.164
DESIGNER,34252537.pdf,CHEF,0.164
DESIGNER,24673903.pdf,CHEF,0.164
BANKING,15811992.pdf,BUSINESS-DEVELOPMENT,0.164
FITNESS,34712719.pdf,PUBLIC-RELATIONS,0.164
CHEF,27419236.pdf,DIGITAL-MEDIA,0.164
HR,77156708.pdf,BANKING,0.164
SALES,12669075.pdf,APPAREL,0.164
PUBLIC-RELATIONS,21570485.pdf,APPAREL,0.164
PUBLIC-RELATIONS,75950464.pdf,ADVOCATE,0.164
INFORMATION-TECHNOLOGY,99244405.pdf,TEACHER,0.164
ADVOCATE,58048626.pdf,AVIATION,0.164
CONSULTANT,10089434.pdf,INFORMATION-TECHNOLOGY,0.164
ENGINEERING,16449694.pdf,AVIATION,0.164
BUSINESS-DEVELOPMENT,56520872.pdf,HEALTHCARE,0.164
AVIATION,14206561.pdf,ENGINEERING,0.164
CONSTRUCTION,25813953.pdf,BUSINESS-DEVELOPMENT,0.164
DIGITAL-MEDIA,11919526.pdf,DESIGNER,0.164
TEACHER,37242217.pdf,INFORMATION-TECHNOLOGY,0.164
ARTS,27497542.pdf,DESIGNER,0.164
ADVOCATE,25200253.pdf,BANKING,0.164
SALES,34051710.pdf,DESIGNER,0.164
PUBLIC-RELATIONS,34051710.pdf,DESIGNER,0.164
CONSTRUCTION,18172739.pdf,BANKING,0.164
FINANCE,10464113.pdf,SALES,0.164
HR,16804396.pdf,CHEF,0.164
FINANCE,61579998.pdf,ENGINEERING,0.164
HR,36019469.pdf,ARTS,0.164
CHEF,14825300.pdf,BUSINESS-DEVELOPMENT,0.164
SALES,22852364.pdf,APPAREL,0.164
HR,64589506.pdf,BANKING,0.164
TEACHER,18767449.pdf,FITNESS,0.164
AUTOMOBILE,70528646.pdf,SALES,0.164
BPO,19007667.pdf,CHEF,0.164
APPAREL,16038911.pdf,FITNESS,0.164
HEALTHCARE,12043694.pdf,AVIATION,0.164
DESIGNER,18557164.pdf,HR,0.164
DESIGNER,12938389.pdf,FITNESS,0.164
INFORMATION-TECHNOLOGY,54421668.pdf,BANKING,0.164
CONSTRUCTION,34797369.pdf,BUSINESS-DEVELOPMENT,0.164
CHEF,19362586.pdf,BPO,0.164
INFORMATION-TECHNOLOGY,12467531.pdf,TEACHER,0.164
BUSINESS-DEVELOPMENT,29051656.pdf,INFORMATION-TECHNOLOGY,0.164
ADVOCATE,28247753.pdf,AGRICULTURE,0.164
ENGINEERING,11289482.pdf,BUSINESS-DEVELOPMENT,0.164
ENGINEERING,18757174.pdf,BUSINESS-DEVELOPMENT,0.164
BPO,27502951.pdf,AVIATION,0.164
PUBLIC-RELATIONS,18311419.pdf,BUSINESS-DEVELOPMENT,0.164
CHEF,91051945.pdf,ADVOCATE,0.164
BPO,51681660.pdf,DESIGNER,0.164
CHEF,67032711.pdf,FITNESS,0.164
CHEF,81217013.pdf,FINANCE,0.164
SALES,19774173.pdf,FITNESS,0.164
SALES,10466583.pdf,DESIGNER,0.164
ACCOUNTANT,21705160.pdf,DESIGNER,0.164
HR,36331163.pdf,CONSTRUCTION,0.164
FITNESS,18509268.pdf,APPAREL,0.164
CHEF,30642458.pdf,PUBLIC-RELATIONS,0.164
ADVOCATE,28951817.pdf,CONSULTANT,0.164
ADVOCATE,68240723.pdf,DESIGNER,0.164
INFORMATION-TECHNOLOGY,36671891.pdf,PUBLIC-RELATIONS,0.164
DIGITAL-MEDIA,21283365.pdf,INFORMATION-TECHNOLOGY,0.164
HR,23139819.pdf,ACCOUNTANT,0.164
BPO,19558834.pdf,PUBLIC-RELATIONS,0.164
INFORMATION-TECHNOLOGY,10344379.pdf,ADVOCATE,0.164
INFORMATION-TECHNOLOGY,15535408.pdf,APPAREL,0.164
INFORMATION-TECHNOLOGY,13386301.pdf,APPAREL,0.164
FINANCE,27921561.pdf,DIGITAL-MEDIA,0.164
SALES,14181049.pdf,FINANCE,0.164
SALES,93349646.pdf,CONSULTANT,0.164
FINANCE,22946204.pdf,AUTOMOBILE,0.164
BANKING,31114531.pdf,ARTS,0.164
ACCOUNTANT,13574264.pdf,BUSINESS-DEVELOPMENT,0.164
FITNESS,20566550.pdf,ENGINEERING,0.164
FITNESS,27847081.pdf,HR,0.164
AVIATION,56691064.pdf,ENGINEERING,0.164
ADVOCATE,28897981.pdf,INFORMATION-TECHNOLOGY,0.164
BUSINESS-DEVELOPMENT,16653657.pdf,AGRICULTURE,0.164
CHEF,20553895.pdf,BUSINESS-DEVELOPMENT,0.164
SALES,22925443.pdf,ACCOUNTANT,0.164
INFORMATION-TECHNOLOGY,28973180.pdf,FINANCE,0.164
BANKING,28377361.pdf,SALES,0.164
HR,24833063.pdf,FINANCE,0.164
BPO,25462793.pdf,ACCOUNTANT,0.164
ACCOUNTANT,14128006.pdf,PUBLIC-RELATIONS,0.164
ENGINEERING,17483843.pdf,AVIATION,0.164
CONSTRUCTION,29221006.pdf,AVIATION,0.164
SALES,38753827.pdf,INFORMATION-TECHNOLOGY,0.164
SALES,23734441.pdf,ACCOUNTANT,0.164
CONSULTANT,49204385.pdf,ACCOUNTANT,0.164
BANKING,17111768.pdf,INFORMATION-TECHNOLOGY,0.164
SALES,38220146.pdf,ENGINEERING,0.164
BANKING,20408458.pdf,INFORMATION-TECHNOLOGY,0.164
ARTS,39908485.pdf,CONSTRUCTION,0.164
DESIGNER,51554903.pdf,CHEF,0.164
ACCOUNTANT,32799518.pdf,CONSTRUCTION,0.164
FITNESS,30826569.pdf,CHEF,0.164
SALES,19553067.pdf,ENGINEERING,0.164
ADVOCATE,18106533.pdf,ARTS,0.164
ADVOCATE,18905648.pdf,DIGITAL-MEDIA,0.164
DESIGNER,13149176.pdf,ENGINEERING,0.164
AVIATION,14900898.pdf,CONSTRUCTION,0.164
ADVOCATE,22408666.pdf,TEACHER,0.164
INFORMATION-TECHNOLOGY,17252448.pdf,CONSTRUCTION,0.164
DESIGNER,10070224.pdf,PUBLIC-RELATIONS,0.164
BPO,20969119.pdf,AGRICULTURE,0.164
BPO,86551046.pdf,CHEF,0.164
BPO,29775391.pdf,CHEF,0.164
SALES,13080868.pdf,BUSINESS-DEVELOPMENT,0.164
CONSULTANT,10005171.pdf,DIGITAL-MEDIA,0.164
ARTS,17132168.pdf,DIGITAL-MEDIA,0.164
ACCOUNTANT,10748989.pdf,DESIGNER,0.164
BPO,20490741.pdf,DIGITAL-MEDIA,0.164
SALES,66683238.pdf,TEACHER,0.164
DIGITAL-MEDIA,14413257.pdf,APPAREL,0.164
SALES,31948488.pdf,FINANCE,0.164
ENGINEERING,23398843.pdf,TEACHER,0.164
PUBLIC-RELATIONS,12544735.pdf,ADVOCATE,0.164
HEALTHCARE,14278888.pdf,PUBLIC-RELATIONS,0.164
CHEF,27937592.pdf,BUSINESS-DEVELOPMENT,0.164
CHEF,16091352.pdf,BUSINESS-DEVELOPMENT,0.164
FINANCE,23246831.pdf,ACCOUNTANT,0.164
HR,92985983.pdf,CHEF,0.164
CONSTRUCTION,17312146.pdf,AGRICULTURE,0.164
AVIATION,12092347.pdf,FITNESS,0.164
BUSINESS-DEVELOPMENT,29930479.pdf,TEACHER,0.164
HEALTHCARE,42164460.pdf,ADVOCATE,0.164
INFORMATION-TECHNOLOGY,29483501.pdf,CONSTRUCTION,0.164
BPO,17556527.pdf,ACCOUNTANT,0.164
HR,23032182.pdf,SALES,0.164
BPO,25656981.pdf,CONSTRUCTION,0.164
HR,19147494.pdf,SALES,0.164
BUSINESS-DEVELOPMENT,37931076.pdf,FINANCE,0.164
BANKING,56068028.pdf,AGRICULTURE,0.164
DESIGNER,14381464.pdf,SALES,0.164
BPO,12059610.pdf,APPAREL,0.164
ENGINEERING,32042584.pdf,BUSINESS-DEVELOPMENT,0.164
ENGINEERING,20408458.pdf,INFORMATION-TECHNOLOGY,0.164
ACCOUNTANT,15154822.pdf,APPAREL,0.164
TEACHER,22488036.pdf,FITNESS,0.164
AVIATION,24559558.pdf,PUBLIC-RELATIONS,0.164
AVIATION,39566718.pdf,CONSTRUCTION,0.164
HR,34033933.pdf,TEACHER,0.164
AVIATION,30504149.pdf,DIGITAL-MEDIA,0.164
DESIGNER,54180474.pdf,ARTS,0.164
HR,16846478.pdf,BUSINESS-DEVELOPMENT,0.164
FINANCE,63083944.pdf,CONSTRUCTION,0.164
BPO,14886205.pdf,HR,0.164
FINANCE,10501991.pdf,BUSINESS-DEVELOPMENT,0.164
TEACHER,19975121.pdf,FITNESS,0.164
SALES,21904897.pdf,CHEF,0.163
INFORMATION-TECHNOLOGY,29770086.pdf,CONSULTANT,0.163
HR,29184740.pdf,SALES,0.163
BUSINESS-DEVELOPMENT,29173771.pdf,ADVOCATE,0.163
SALES,38441665.pdf,FINANCE,0.163
BPO,28243590.pdf,CONSULTANT,0.163
BUSINESS-DEVELOPMENT,66906212.pdf,TEACHER,0.163
ADVOCATE,27606527.pdf,BANKING,0.163
HEALTHCARE,22650051.pdf,AVIATION,0.163
HEALTHCARE,80000092.pdf,FITNESS,0.163
ACCOUNTANT,10076271.pdf,HEALTHCARE,0.163
ACCOUNTANT,69155584.pdf,SALES,0.163
HR,12635195.pdf,INFORMATION-TECHNOLOGY,0.163
SALES,28635795.pdf,ADVOCATE,0.163
TEACHER,31162167.pdf,DIGITAL-MEDIA,0.163
AGRICULTURE,64755882.pdf,ENGINEERING,0.163
INFORMATION-TECHNOLOGY,61677751.pdf,BUSINESS-DEVELOPMENT,0.163
FINANCE,28051330.pdf,BANKING,0.163
HR,25315791.pdf,SALES,0.163
BPO,28949406.pdf,CONSTRUCTION,0.163
HR,63989974.pdf,AUTOMOBILE,0.163
CHEF,18927233.pdf,DIGITAL-MEDIA,0.163
APPAREL,25023614.pdf,DESIGNER,0.163
FINANCE,26579709.pdf,BANKING,0.163
FINANCE,27936502.pdf,ARTS,0.163
AVIATION,38216888.pdf,AGRICULTURE,0.163
INFORMATION-TECHNOLOGY,23617240.pdf,HEALTHCARE,0.163
FITNESS,19072267.pdf,PUBLIC-RELATIONS,0.163
HR,70198580.pdf,AVIATION,0.163
HR,61634281.pdf,FINANCE,0.163
CHEF,70196518.pdf,DIGITAL-MEDIA,0.163
BPO,45900271.pdf,PUBLIC-RELATIONS,0.163
ADVOCATE,19938081.pdf,FITNESS,0.163
INFORMATION-TECHNOLOGY,33286293.pdf,BANKING,0.163
CHEF,70528646.pdf,SALES,0.163
HEALTHCARE,28758002.pdf,FINANCE,0.163
HR,32385553.pdf,BUSINESS-DEVELOPMENT,0.163
HEALTHCARE,15918496.pdf,SALES,0.163
PUBLIC-RELATIONS,10945968.pdf,AVIATION,0.163
HR,25924968.pdf,CHEF,0.163
ENGINEERING,13837784.pdf,DIGITAL-MEDIA,0.163
PUBLIC-RELATIONS,25839123.pdf,SALES,0.163
ADVOCATE,31111279.pdf,INFORMATION-TECHNOLOGY,0.163
DESIGNER,17043822.pdf,ENGINEERING,0.163
CHEF,10568350.pdf,FITNESS,0.163
TEACHER,13907230.pdf,CONSTRUCTION,0.163
INFORMATION-TECHNOLOGY,75744306.pdf,HEALTHCARE,0.163
AVIATION,28078163.pdf,ENGINEERING,0.163
HR,30741799.pdf,ADVOCATE,0.163
DESIGNER,37913536.pdf,PUBLIC-RELATIONS,0.163
APPAREL,11650031.pdf,CONSTRUCTION,0.163
DESIGNER,12022566.pdf,ENGINEERING,0.163
ENGINEERING,25846894.pdf,ACCOUNTANT,0.163
BUSINESS-DEVELOPMENT,94047639.pdf,CHEF,0.163
INFORMATION-TECHNOLOGY,39835894.pdf,ENGINEERING,0.163
HR,20748929.pdf,BUSINESS-DEVELOPMENT,0.163
INFORMATION-TECHNOLOGY,15765660.pdf,SALES,0.163
FITNESS,33176873.pdf,HR,0.163
ADVOCATE,17562754.pdf,DIGITAL-MEDIA,0.163
SALES,69181350.pdf,CONSULTANT,0.163
ACCOUNTANT,48037995.pdf,INFORMATION-TECHNOLOGY,0.163
ADVOCATE,94230796.pdf,ARTS,0.163
SALES,57002858.pdf,INFORMATION-TECHNOLOGY,0.163
BPO,24668861.pdf,AVIATION,0.163
CHEF,20148147.pdf,ARTS,0.163
BPO,28711616.pdf,ARTS,0.163
HR,14626780.pdf,BANKING,0.163
ACCOUNTANT,12171093.pdf,ADVOCATE,0.163
ARTS,14062078.pdf,HEALTHCARE,0.163
DESIGNER,22622351.pdf,FINANCE,0.163
DESIGNER,24530382.pdf,FINANCE,0.163
APPAREL,39434376.pdf,DESIGNER,0.163
FITNESS,12654876.pdf,CONSTRUCTION,0.163
INFORMATION-TECHNOLOGY,22168194.pdf,AVIATION,0.163
DESIGNER,11480899.pdf,HR,0.163
DESIGNER,51769822.pdf,HR,0.163
CHEF,13367322.pdf,FITNESS,0.163
FITNESS,21869994.pdf,CHEF,0.163
FITNESS,32518109.pdf,CHEF,0.163
ACCOUNTANT,77828437.pdf,ENGINEERING,0.163
BANKING,10840430.pdf,INFORMATION-TECHNOLOGY,0.163
FINANCE,28206098.pdf,ADVOCATE,0.163
SALES,33542483.pdf,DIGITAL-MEDIA,0.163
TEACHER,19072267.pdf,PUBLIC-RELATIONS,0.163
AVIATION,27573855.pdf,ACCOUNTANT,0.163
BANKING,94230796.pdf,ARTS,0.163
ACCOUNTANT,16248476.pdf,CHEF,0.163
ADVOCATE,36366044.pdf,CHEF,0.163
BPO,14241621.pdf,BUSINESS-DEVELOPMENT,0.163
ADVOCATE,10909673.pdf,BANKING,0.163
DESIGNER,57002858.pdf,INFORMATION-TECHNOLOGY,0.163
PUBLIC-RELATIONS,28377361.pdf,SALES,0.163
HR,23636277.pdf,ACCOUNTANT,0.163
ARTS,63145386.pdf,CONSTRUCTION,0.163
FINANCE,30437583.pdf,AGRICULTURE,0.163
ARTS,12696104.pdf,SALES,0.163
INFORMATION-TECHNOLOGY,38698573.pdf,ADVOCATE,0.163
HR,28320387.pdf,ENGINEERING,0.163
HR,29968330.pdf,AGRICULTURE,0.163
PUBLIC-RELATIONS,13967854.pdf,ADVOCATE,0.163
CONSULTANT,19302310.pdf,TEACHER,0.163
ADVOCATE,17658471.pdf,FITNESS,0.163
BUSINESS-DEVELOPMENT,12065211.pdf,ACCOUNTANT,0.163
APPAREL,18442517.pdf,DIGITAL-MEDIA,0.163
APPAREL,29332616.pdf,SALES,0.163
BANKING,32977530.pdf,HR,0.163
CHEF,29770086.pdf,CONSULTANT,0.163
CHEF,27529455.pdf,DESIGNER,0.163
FITNESS,14049846.pdf,ENGINEERING,0.163
INFORMATION-TECHNOLOGY,28867567.pdf,SALES,0.163
FITNESS,17714174.pdf,APPAREL,0.163
SALES,24709432.pdf,CHEF,0.163
INFORMATION-TECHNOLOGY,39970711.pdf,HR,0.163
DIGITAL-MEDIA,98108571.pdf,SALES,0.163
ENGINEERING,12059610.pdf,APPAREL,0.163
CHEF,18636651.pdf,FINANCE,0.163
ARTS,37087371.pdf,PUBLIC-RELATIONS,0.163
ADVOCATE,24994145.pdf,FITNESS,0.163
PUBLIC-RELATIONS,23917826.pdf,ARTS,0.163
PUBLIC-RELATIONS,26908066.pdf,HEALTHCARE,0.163
DIGITAL-MEDIA,22706174.pdf,DIGITAL-MEDIA,0.163
APPAREL,20279756.pdf,FITNESS,0.163
DESIGNER,10969918.pdf,FITNESS,0.163
ENGINEERING,54180474.pdf,ARTS,0.163
ARTS,13212436.pdf,CHEF,0.163
BPO,22732234.pdf,AUTOMOBILE,0.163
BPO,20210676.pdf,DIGITAL-MEDIA,0.163
HR,49997097.pdf,ACCOUNTANT,0.163
BPO,15581242.pdf,SALES,0.163
INFORMATION-TECHNOLOGY,84512719.pdf,AGRICULTURE,0.163
CONSTRUCTION,28247753.pdf,AGRICULTURE,0.163
PUBLIC-RELATIONS,20681037.pdf,CONSTRUCTION,0.163
BUSINESS-DEVELOPMENT,47729453.pdf,CHEF,0.163
PUBLIC-RELATIONS,69487178.pdf,FINANCE,0.163
HR,24791126.pdf,TEACHER,0.163
DESIGNER,29878348.pdf,CONSTRUCTION,0.163
DESIGNER,22983516.pdf,CONSTRUCTION,0.163
CONSTRUCTION,28078163.pdf,ENGINEERING,0.163
ACCOUNTANT,10969918.pdf,FITNESS,0.163
ACCOUNTANT,35302620.pdf,FITNESS,0.163
CHEF,27850777.pdf,BUSINESS-DEVELOPMENT,0.163
SALES,58879993.pdf,HEALTHCARE,0.163
ENGINEERING,20969845.pdf,FINANCE,0.163
ENGINEERING,38225199.pdf,FINANCE,0.163
CONSTRUCTION,20001721.pdf,INFORMATION-TECHNOLOGY,0.163
CONSTRUCTION,16915389.pdf,APPAREL,0.163
AGRICULTURE,28176889.pdf,CHEF,0.163
CONSTRUCTION,98513424.pdf,FINANCE,0.163
DESIGNER,42304307.pdf,SALES,0.163
ENGINEERING,29612672.pdf,FINANCE,0.163
DESIGNER,11209758.pdf,CHEF,0.163
APPAREL,99806115.pdf,APPAREL,0.163
BPO,57575888.pdf,FITNESS,0.163
PUBLIC-RELATIONS,88651471.pdf,PUBLIC-RELATIONS,0.163
INFORMATION-TECHNOLOGY,19851252.pdf,AGRICULTURE,0.163
CHEF,26173524.pdf,PUBLIC-RELATIONS,0.163
APPAREL,28139742.pdf,SALES,0.163
APPAREL,27624540.pdf,SALES,0.163
SALES,93301686.pdf,DESIGNER,0.163
ENGINEERING,15083600.pdf,CONSULTANT,0.163
FITNESS,98309114.pdf,HEALTHCARE,0.163
ADVOCATE,27233183.pdf,SALES,0.163
INFORMATION-TECHNOLOGY,18885767.pdf,ARTS,0.163
